,hmid,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,age,country,gender,marital,parenthood
641,53574,153,24h,I took a long walk to the library and burned some calories.,I took a long walk to the library and burned some calories.,True,1,exercise,exercise,55,USA,f,married,y
642,53575,160,24h,I exercised for longer than usual and felt really good afterwards,I exercised for longer than usual and felt really good afterwards,True,1,,exercise,37,USA,m,married,y
643,53601,5039,24h,I went to the gym yesterday and had a great workout and felt great afterwards.,I went to the gym yesterday and had a great workout and felt great afterwards.,True,1,,exercise,25.0,USA,m,single,n
644,53750,1911,24h,"I was feeling low yesterday morning, and I really didn't feel like going to the gym.  But I did, as I almost always do, and I was really happy I did.  I sweated out some stress, and I felt one hundred times better afterward.  ","I was feeling low yesterday morning, and I really didn't feel like going to the gym.  But I did, as I almost always do, and I was really happy I did.  I sweated out some stress, and I felt one hundred times better afterward.  ",True,3,,exercise,45,USA,m,married,y
645,120021,1911,24h,"I worked out at the gym yesterday, I did a full round of strength training and ran for almost two miles.  I felt relaxed and happy after it was over. ","I worked out at the gym yesterday, I did a full round of strength training and ran for almost two miles.  I felt relaxed and happy after it was over. ",True,2,,exercise,45,USA,m,married,y
646,53845,1540,24h,I shoveled the driveway before work and got some extra exercise.,I shoveled the driveway before work and got some extra exercise.,True,1,exercise,exercise,29.0,USA,m,married,y
647,53958,2382,24h,A girl I really like texted me and asked me for some gym advice,A girl I really like texted me and asked me for some gym advice,True,1,,exercise,26,USA,m,single,n
648,54007,6505,24h,I did a 30 minute yoga flow this morning before work.,I did a 30 minute yoga flow this morning before work.,True,1,,exercise,26.0,USA,m,single,n
649,54028,11541,24h,I went to the gym.,I went to the gym.,True,1,,exercise,36.0,USA,m,single,n
650,54030,505,24h,I decided to walk instead of take the bus so I could get some exercise.,I decided to walk instead of take the bus so I could get some exercise.,True,1,,exercise,25,USA,f,single,n
651,55661,505,24h,I started exercising! I've been meaning to do that for a while.,I started exercising! I've been meaning to do that for a while.,True,2,,exercise,25,USA,f,single,n
652,54065,3977,24h,I lifted my heaviest weights that I have ever lifted before during exercise.,I lifted my heaviest weights that I have ever lifted before during exercise.,True,1,,exercise,32.0,USA,f,married,y
653,54074,8349,24h,I went for a run after work and it felt really easy and relaxing. ,I went for a run after work and it felt really easy and relaxing. ,True,1,,exercise,23.0,USA,f,single,n
654,54221,551,24h,went to the gym for the first time in a very long time ,went to the gym for the first time in a very long time ,True,1,,exercise,29,USA,m,single,n
655,54279,1034,24h,I went on a run and enjoyed the scenery.,I went on a run and enjoyed the scenery.,True,1,,exercise,21,USA,m,single,n
656,54656,429,24h,Returned to my workout routines,Returned to my workout routines,True,1,,exercise,28.0,VEN,m,single,n
657,54735,308,24h,I went to the gym and I felt really in the groove when I was lifting and running today.,I went to the gym and I felt really in the groove when I was lifting and running today.,True,1,,exercise,23.0,USA,f,single,n
658,61405,308,3m,I had a really good workout at the gym today.,I had a really good workout at the gym today.,True,1,,exercise,23.0,USA,f,single,n
659,84274,308,3m,I got to go to the gym today after not being able to go for the last five days or so.,I got to go to the gym today after not being able to go for the last five days or so.,True,1,,exercise,23.0,USA,f,single,n
660,88419,308,3m,"I went to the gym today and got a lot of miles in, and it feels so good to walk and run it out.","I went to the gym today and got a lot of miles in, and it feels so good to walk and run it out.",True,1,,exercise,23.0,USA,f,single,n
661,54756,200,24h,for the first time in 3 months i was at the gym exercising.,for the first time in 3 months i was at the gym exercising.,True,1,,exercise,35,DOM,m,married,n
662,76002,200,3m,i started the gym one more time.,i started the gym one more time.,True,1,,exercise,35,DOM,m,married,n
663,96311,200,3m,i buy a bcaa supplement for my exercises in the gym.,i buy a bcaa supplement for my exercises in the gym.,True,1,,exercise,35,DOM,m,married,n
664,54771,563,24h,I met my exercise goal before dinner.,I met my exercise goal before dinner.,True,1,,exercise,41,USA,m,divorced,n
665,54780,138,24h,Today I wake up early and did a 5k run with friends. I am still the best among them. They really appreciated this fact that I am the fittest. It made me delighted and motivated me.,Today I wake up early and did a 5k run with friends. I am still the best among them. They really appreciated this fact that I am the fittest. It made me delighted and motivated me.,True,4,exercise,exercise,30,IND,m,married,y
666,54789,432,24h,I made it to the gym yesterday afternoon on my lunch break and had a great workout. ,I made it to the gym yesterday afternoon on my lunch break and had a great workout. ,True,1,,exercise,47,USA,m,married,y
667,54812,451,24h,I was introduced to a few new people yesterday at the gym.,I was introduced to a few new people yesterday at the gym.,True,1,,exercise,23,USA,m,single,n
668,100598,451,3m,I found a new personal trainer to help me with fitness.,I found a new personal trainer to help me with fitness.,True,1,exercise,exercise,23,USA,m,single,n
669,111218,451,24h,I had a great workout at the gym.,I had a great workout at the gym.,True,1,,exercise,23,USA,m,single,n
670,117988,451,24h,"I had a good day at the gym, and lifted a lot.","I had a good day at the gym, and lifted a lot.",True,1,exercise,exercise,23,USA,m,single,n
671,54859,1251,24h,Working out at the gym. My numbers have gone up which makes me extremely happy,Working out at the gym. My numbers have gone up which makes me extremely happy,True,2,,exercise,27.0,USA,m,single,n
672,55268,4165,24h,I got up early today and walk-ran a 1.5 mile race.  I was very tired but it was good to get the day started right.,I got up early today and walk-ran a 1.5 mile race.  I was very tired but it was good to get the day started right.,True,2,,exercise,34,USA,f,single,n
673,55284,406,24h,This morning I went to the Crossfit gym and competed in a team workout which was a lot of fun. ,This morning I went to the Crossfit gym and competed in a team workout which was a lot of fun. ,True,1,,exercise,28,USA,f,single,n
674,55417,1549,24h,I went for a bike ride.,I went for a bike ride.,True,1,,exercise,33,USA,m,single,n
675,111784,1549,24h,I lifted some weights in the morning for a workout.,I lifted some weights in the morning for a workout.,True,1,,exercise,33,USA,m,single,n
676,55494,3325,24h,Running outside down the street for two miles.,Running outside down the street for two miles.,True,1,,exercise,26,USA,m,single,n
677,58028,3325,24h,Running down the street for two and and a half miles as fast as I could.,Running down the street for two and and a half miles as fast as I could.,True,1,,exercise,26,USA,m,single,n
678,55566,1201,24h,I went on an 8 mile run. ,I went on an 8 mile run. ,True,1,,exercise,25,USA,m,single,n
679,55703,1586,24h,I went for a run. ,I went for a run. ,True,1,,exercise,26.0,USA,m,single,n
680,55850,1615,24h,I did 2 beginner piyo workouts (yesterday and today) and feel FANTASTIC! I just started working out again Tuesday and did my 3rd today.,I did 2 beginner piyo workouts (yesterday and today) and feel FANTASTIC! I just started working out again Tuesday and did my 3rd today.,True,2,,exercise,25.0,USA,f,single,n
681,86027,1615,3m,I have started doing yoga and getting my body into shape,I have started doing yoga and getting my body into shape,True,1,,exercise,25.0,USA,f,single,n
682,55878,1640,24h,I went for a hike in a valley in Hawaii.,I went for a hike in a valley in Hawaii.,True,1,exercise,exercise,36,USA,m,single,n
683,56044,8917,24h,"Going to the gym always makes me happy. Of course working out and pushing myself isn't always fun an games, but I am genuinely happy when I leave knowing I did my body good and had a great workout. ","Going to the gym always makes me happy. Of course working out and pushing myself isn't always fun an games, but I am genuinely happy when I leave knowing I did my body good and had a great workout. ",True,2,,exercise,21,USA,f,single,n
684,56347,494,24h,Had a great workout at the gym this afternoon.,Had a great workout at the gym this afternoon.,True,1,,exercise,28,USA,f,single,n
685,81398,494,3m,Running 2 miles which is the most I've ever ran consecutively,Running 2 miles which is the most I've ever ran consecutively,True,1,,exercise,28,USA,f,single,n
686,96541,494,3m,Beating my personal best time in running a mile. ,Beating my personal best time in running a mile. ,True,1,,exercise,28,USA,f,single,n
687,114708,494,24h,I had a great workout at the gym this morning.,I had a great workout at the gym this morning.,True,1,,exercise,28,USA,f,single,n
688,116651,494,24h,Having the motivation to get out of bed this morning and get to the gym before work.,Having the motivation to get out of bed this morning and get to the gym before work.,True,1,exercise,exercise,28,USA,f,single,n
689,56384,4371,24h,"I spent 20 minutes on the elliptical while listening to high-energy music, generating a lot of sweat and endorphins; I was particularly pleased because initially I felt a bit sore and tired, and didn't know if I would make my 20-minute goal. ","I spent 20 minutes on the elliptical while listening to high-energy music, generating a lot of sweat and endorphins; I was particularly pleased because initially I felt a bit sore and tired, and didn't know if I would make my 20-minute goal. ",True,1,exercise,exercise,49,USA,m,married,y
690,56435,7411,24h,"When I was at the gym, I broke my record for a mile run. ","When I was at the gym, I broke my record for a mile run. ",True,1,,exercise,29,USA,f,married,n
691,56520,131,24h,I went for a long bike ride.,I went for a long bike ride.,True,1,,exercise,32,USA,m,single,n
692,57520,131,24h,I exercised for a long time.,I exercised for a long time.,True,1,,exercise,32,USA,m,single,n
693,76121,131,3m,I did some bike riding.,I did some bike riding.,True,1,,exercise,32,USA,m,single,n
694,57036,4634,24h,My wife joined me in the shower this morning after our 5 mile run. ,My wife joined me in the shower this morning after our 5 mile run. ,True,1,,exercise,39,USA,m,married,y
695,57368,428,24h,I went to the gym and benched more than I thought I could. ,I went to the gym and benched more than I thought I could. ,True,1,,exercise,21,USA,m,single,n
696,105279,428,3m,I went to the park and had a good workout by myself.,I went to the park and had a good workout by myself.,True,1,,exercise,21,USA,m,single,n
697,114680,428,24h,I went out and played tennis for an hour and a half. ,I went out and played tennis for an hour and a half. ,True,1,,exercise,21,USA,m,single,n
698,57401,1749,24h,"My knees felt okay, and I went outside and went for a long run in some great weather. ","My knees felt okay, and I went outside and went for a long run in some great weather. ",True,1,,exercise,30.0,USA,m,single,n
699,57491,7013,24h,I felt stronger when I was working out.,I felt stronger when I was working out.,True,1,exercise,exercise,25,USA,m,single,n
700,57537,1400,24h,I kept up with my daily workout routine and ran six miles. ,I kept up with my daily workout routine and ran six miles. ,True,1,,exercise,27,USA,m,single,n
701,57558,5073,24h,I went on a run and that always makes me feel good.,I went on a run and that always makes me feel good.,True,1,,exercise,27,USA,m,single,n
702,57765,1204,24h,I was productive and went to the gym,I was productive and went to the gym,True,1,,exercise,20,USA,f,single,n
703,57772,12360,24h,I had a great workout in the park.,I had a great workout in the park.,True,1,,exercise,38,USA,f,single,n
704,57875,10928,24h,I accomplished a new goal at my gym.,I accomplished a new goal at my gym.,True,1,,exercise,27,USA,f,single,n
705,57922,1087,24h,I got a full workout this morning.,I got a full workout this morning.,True,1,,exercise,40,USA,m,married,n
706,57951,11683,24h,I had a really good workout and long relaxing shower afterwards.,I had a really good workout and long relaxing shower afterwards.,True,1,,exercise,21,USA,f,single,n
707,58247,11162,24h,I went to the gym to work out.,I went to the gym to work out.,True,1,,exercise,32,USA,m,married,n
708,58259,1358,24h,I managed to make it to the gym after doing a lot of stuff today,I managed to make it to the gym after doing a lot of stuff today,True,1,,exercise,31.0,USA,m,single,n
709,118535,1358,24h,Worked out at the gym,Worked out at the gym,True,1,,exercise,31.0,USA,m,single,n
710,58419,517,3m,I started running on the treadmill again.,I started running on the treadmill again.,True,1,,exercise,42,USA,m,single,n
711,79307,517,3m,I ran on the treadmill for a week straight.,I ran on the treadmill for a week straight.,True,1,exercise,exercise,42,USA,m,single,n
712,101462,517,3m,I ran on the treadmill last night and ran faster and farther than usual.,I ran on the treadmill last night and ran faster and farther than usual.,True,1,,exercise,42,USA,m,single,n
713,116376,517,24h,I ran on the treadmill yesterday.,I ran on the treadmill yesterday.,True,1,,exercise,42,USA,m,single,n
714,58649,434,3m,I did a 13-mile run on a beautiful but very challenging trail route.,I did a 13-mile run on a beautiful but very challenging trail route.,True,1,,exercise,36,USA,f,single,n
715,120171,434,24h,"After skipping my planned run the previous day, I ended up running an extra quarter mile in the rain yesterday and it felt especially good.","After skipping my planned run the previous day, I ended up running an extra quarter mile in the rain yesterday and it felt especially good.",True,1,,exercise,36,USA,f,single,n
716,121816,434,24h,I listened to two full chapters of my current audiobook while working out on the elliptical at the gym.,I listened to two full chapters of my current audiobook while working out on the elliptical at the gym.,True,1,,exercise,36,USA,f,single,n
717,125379,434,24h,"After a few really hot days, I was finally able to enjoy a relatively cool run in the shade at a local park.","After a few really hot days, I was finally able to enjoy a relatively cool run in the shade at a local park.",True,1,,exercise,36,USA,f,single,n
718,59326,6984,3m,I completed a 10 mile long run for the first time.,I completed a 10 mile long run for the first time.,True,1,,exercise,49,USA,m,single,n
719,59626,262,3m,I went for a run outside.,I went for a run outside.,True,1,exercise,exercise,26,USA,f,single,n
720,59707,839,3m,I completed a 40 mile ride on my bicycle. ,I completed a 40 mile ride on my bicycle. ,True,1,exercise,exercise,41,USA,m,single,n
721,100911,839,3m,I completed a 50 mile bike ride. ,I completed a 50 mile bike ride. ,True,1,,exercise,41,USA,m,single,n
722,104648,839,3m,I completed a 24 mile bike ride in 90 minutes. ,I completed a 24 mile bike ride in 90 minutes. ,True,1,,exercise,41,USA,m,single,n
723,60023,13306,3m,A personal trainer at the gym today told the head of the trainer department that she wants her body to look like mine at her wedding.,A personal trainer at the gym today told the head of the trainer department that she wants her body to look like mine at her wedding.,True,1,exercise,exercise,35,USA,f,married,y
724,60038,7595,3m,I went snowboarding and I was able to do run after run in the fresh powder.,I went snowboarding and I was able to do run after run in the fresh powder.,True,1,,exercise,28,CAN,,single,n
725,60165,5645,3m,I was happy when I started the gym.,I was happy when I started the gym.,True,1,,exercise,38,USA,f,divorced,y
726,60970,12540,3m,Going to yoga class.,Going to yoga class.,True,1,,exercise,54,USA,f,married,y
727,61060,8843,3m,I started going to the gym.,I started going to the gym.,True,1,,exercise,41,USA,f,divorced,y
728,61568,662,3m,I completed a 50 mile bike ride that was physically and mentally taxing.  ,I completed a 50 mile bike ride that was physically and mentally taxing.  ,True,1,exercise,exercise,52.0,USA,f,single,n
729,106611,662,3m,I was happy to finish a 70 mile bike ride yesterday.,I was happy to finish a 70 mile bike ride yesterday.,True,1,,exercise,52.0,USA,f,single,n
730,61718,8724,3m,I went for a nice run on the boardwalk.,I went for a nice run on the boardwalk.,True,1,,exercise,33,USA,f,divorced,n
731,61939,884,3m,I went to the gym for the first time in a long time.,I went to the gym for the first time in a long time.,True,1,,exercise,22.0,USA,f,married,n
732,78381,884,3m,I had a really good feeling workout at the gym.,I had a really good feeling workout at the gym.,True,1,exercise,exercise,22.0,USA,f,married,n
733,62596,3954,3m,Getting back into the gym and working out regularly.,Getting back into the gym and working out regularly.,True,1,exercise,exercise,24,USA,m,single,n
734,63013,6728,3m,The first day I got a 3 mile run in with enough reduction in pain that I knew was getting better after an injury and would be able to run this summer. ,The first day I got a 3 mile run in with enough reduction in pain that I knew was getting better after an injury and would be able to run this summer. ,True,1,,exercise,47,,m,single,n
735,63242,8428,3m,I ran a good time in my track race. I ran a new personal best in the 800 meters.,I ran a good time in my track race. I ran a new personal best in the 800 meters.,True,2,,exercise,20,USA,m,single,n
736,63326,13601,3m,I was able to complete a 2 1/2 mile jog at the gym.,I was able to complete a 2 1/2 mile jog at the gym.,True,1,,exercise,27,USA,f,separated,n
737,63372,12329,3m,"I am taking a running class at college currently. I was suffering from the stomach flu at the time and still recovering, about 2 weeks ago. Even though I was feeling still sick, I forced myself out of my bed and went to my class. I ran 1.5 miles straight without stopping, and felt very great afterwards. For the rest of the day, I was more active and was able to walk/run throughout the day going around campus and ended up doing 10 miles, my personal best so far.","I am taking a running class at college currently. I was suffering from the stomach flu at the time and still recovering, about 2 weeks ago. Even though I was feeling still sick, I forced myself out of my bed and went to my class. I ran 1.5 miles straight without stopping, and felt very great afterwards. For the rest of the day, I was more active and was able to walk/run throughout the day going around campus and ended up doing 10 miles, my personal best so far.",True,5,,exercise,29,USA,m,single,n
738,64068,1906,3m,I went to the gym today and lifted some weights. I felt so much better and happier afterwards.,I went to the gym today and lifted some weights. I felt so much better and happier afterwards.,True,2,exercise,exercise,20,CAN,m,single,n
739,70181,1906,3m,Went to the gym and worked out.,Went to the gym and worked out.,True,1,,exercise,20,CAN,m,single,n
740,79245,1906,3m,"I went to the gym and had a great workout, then went tanning afterwards.","I went to the gym and had a great workout, then went tanning afterwards.",True,1,,exercise,20,CAN,m,single,n
741,64136,8517,3m,I took a bike ride.,I took a bike ride.,True,1,leisure,exercise,25,USA,f,single,n
742,64460,960,3m,I had a great workout today.,I had a great workout today.,True,1,,exercise,22.0,USA,m,single,n
743,81688,960,3m,I had a really good workout yesterday.,I had a really good workout yesterday.,True,1,,exercise,22.0,USA,m,single,n
744,64538,522,3m,I went to the gym.,I went to the gym.,True,1,,exercise,28,USA,m,married,n
745,84878,522,3m,I went to the gym and worked out.,I went to the gym and worked out.,True,1,,exercise,28,USA,m,married,n
746,64567,3378,3m,Going to my first yoga class in months made me happy.,Going to my first yoga class in months made me happy.,True,1,,exercise,38,USA,f,married,y
747,64632,240,3m,I went for a jog outside.,I went for a jog outside.,True,1,,exercise,30,USA,m,single,n
748,77345,240,3m,I raised the weight in all my lifts at the gym.,I raised the weight in all my lifts at the gym.,True,1,,exercise,30,USA,m,single,n
749,88000,240,3m,I went for a jog when the sun was out.,I went for a jog when the sun was out.,True,1,,exercise,30,USA,m,single,n
750,106232,240,3m,I went for a jog while the sun was out.,I went for a jog while the sun was out.,True,1,,exercise,30,USA,m,single,n
751,119715,240,24h,I went for a jog outside.,I went for a jog outside.,True,1,,exercise,30,USA,m,single,n
752,65012,6440,3m,Joining the gym! I finally took the time after my military discharge to join back into a gym and get into better shape allowing me to play sports and it is something I look forward to everyday!,Joining the gym! I finally took the time after my military discharge to join back into a gym and get into better shape allowing me to play sports and it is something I look forward to everyday!,True,2,,exercise,20,USA,m,single,n
753,65049,1288,3m,I had a really great workout the other day that left me feeling energized and free from stress.,I had a really great workout the other day that left me feeling energized and free from stress.,True,1,,exercise,30,USA,m,single,n
754,65730,11119,3m,I spent an hour at the gym working out to try to get back into shape.,I spent an hour at the gym working out to try to get back into shape.,True,1,exercise,exercise,27,USA,m,single,n
755,66037,3782,3m,Two months ago I started a new exercise to lose weight and it felt really good to start. ,Two months ago I started a new exercise to lose weight and it felt really good to start. ,True,1,,exercise,28,USA,m,married,y
756,66278,1476,3m,Running a mile in the morning.,Running a mile in the morning.,True,1,,exercise,20,USA,m,single,n
757,66560,1580,3m,when i walked 7 miles. that is the longest i have gone for a wlak,when i walked 7 miles. that is the longest i have gone for a wlak,True,2,,exercise,30,USA,m,single,n
758,66615,11132,3m,"The day I returned to the gym after surgery was an AMAZING day! Fitness is a huge part of my life, so being away for months was a horrible experience!","The day I returned to the gym after surgery was an AMAZING day! Fitness is a huge part of my life, so being away for months was a horrible experience!",True,2,,exercise,34,USA,m,single,n
759,66816,5495,3m,I became happy when I lifted a new personal best at the gym for deadlifts.,I became happy when I lifted a new personal best at the gym for deadlifts.,True,1,,exercise,26,USA,m,single,n
760,67050,2596,3m,An event that made me happy in the past three months was that weight in the gym is increasing. My strength is increasing due to the fact that I am doing more push ups at night. I feel like I am getting stronger. ,An event that made me happy in the past three months was that weight in the gym is increasing. My strength is increasing due to the fact that I am doing more push ups at night. I feel like I am getting stronger. ,True,3,,exercise,36,USA,m,separated,y
761,67218,8757,3m,I went to a long yoga class taught by a favorite teacher.,I went to a long yoga class taught by a favorite teacher.,True,1,,exercise,28,USA,f,married,n
762,67478,6657,3m,I felt very happy the day I was able to walk 1 mile on my treadmill.,I felt very happy the day I was able to walk 1 mile on my treadmill.,True,1,achievement,exercise,59.0,USA,f,married,y
763,67912,2101,3m,I have been running for exercise the last few months. Today I was able to run an 8 minute mile for the first time.,I have been running for exercise the last few months. Today I was able to run an 8 minute mile for the first time.,True,2,,exercise,31.0,USA,m,single,n
764,68044,1345,3m,I was able to go to the gym and do my normal workout routine after a year off for surgery.,I was able to go to the gym and do my normal workout routine after a year off for surgery.,True,1,,exercise,28.0,USA,m,married,n
765,68172,403,3m,"Today, I had a good gym session after work.","Today, I had a good gym session after work.",True,1,,exercise,31,USA,m,married,n
766,78163,403,3m,An attractive young woman at the gym's swimming pool approached me and talked with me.  ,An attractive young woman at the gym's swimming pool approached me and talked with me.  ,True,1,,exercise,31,USA,m,married,n
767,68213,2065,3m,i was able to workout legs for the first time in a while today.,i was able to workout legs for the first time in a while today.,True,1,,exercise,26.0,USA,m,single,n
768,68435,52,3m,A old man playing cricket.,A old man playing cricket.,True,1,exercise,exercise,29,IND,m,married,y
769,68485,142,3m,"Exercise has such a profound effect on our happiness and well-being that itas actually been proven to be an effective strategy for overcoming depression. In a study cited in Shawn Achoras book, The Happiness Advantage 1, three groups of patients treated their depression with either medication, exercise, or a combination of the two. The results of this study really surprised me. ","Exercise has such a profound effect on our happiness and well-being that itas actually been proven to be an effective strategy for overcoming depression. In a study cited in Shawn Achoras book, The Happiness Advantage 1, three groups of patients treated their depression with either medication, exercise, or a combination of the two. The results of this study really surprised me. ",True,3,,exercise,55,IND,m,married,y
770,68868,2718,3m,I ran the fastest 5k that I have ever run.,I ran the fastest 5k that I have ever run.,True,1,,exercise,35,USA,f,married,y
771,69007,11504,3m,I have been exercising more and that has made me happy.,I have been exercising more and that has made me happy.,True,1,,exercise,23.0,USA,f,single,n
772,69326,2072,3m,Keeping physically fit by running and lifting weights keeps me very happy and active.,Keeping physically fit by running and lifting weights keeps me very happy and active.,True,1,,exercise,33.0,USA,m,married,y
773,69577,727,3m,I started consistently exercising which has made me feel better physically and mentally.,I started consistently exercising which has made me feel better physically and mentally.,True,1,exercise,exercise,28.0,USA,m,single,n
774,69655,1757,3m,I ran a 5 mile race in a good time and finished in the top 5.,I ran a 5 mile race in a good time and finished in the top 5.,True,1,,exercise,27.0,USA,m,single,n
775,69728,590,3m,My run (which was overdue) felt so good yesterday that I ran an extra mile. ,My run (which was overdue) felt so good yesterday that I ran an extra mile. ,True,1,,exercise,34,USA,f,single,n
776,73858,590,3m,Yesterday I went for a run and I was expecting it to go badly but it was actually quite strong and felt great. ,Yesterday I went for a run and I was expecting it to go badly but it was actually quite strong and felt great. ,True,1,,exercise,34,USA,f,single,n
777,70017,2839,3m,"While out for a run, I ran into a girl that showed interest in me.","While out for a run, I ran into a girl that showed interest in me.",True,1,,exercise,24.0,USA,m,single,n
778,72017,2839,3m,"After I finished biking around a lake, I was thrilled to have broken my personal best time!","After I finished biking around a lake, I was thrilled to have broken my personal best time!",True,1,exercise,exercise,24.0,USA,m,single,n
779,70029,5342,3m,"Running 3 miles in less than thirty minutes.  I have been rather out of shape for the last 15 years and since last summer I have been exercising more and getting back in shape.  I have not ran a sub 30 5k since probably around 2000.  Therefore, when I got 3 miles in under 30 minutes that was a great day.","Running 3 miles in less than thirty minutes.  I have been rather out of shape for the last 15 years and since last summer I have been exercising more and getting back in shape.  I have not ran a sub 30 5k since probably around 2000.  Therefore, when I got 3 miles in under 30 minutes that was a great day.",True,4,,exercise,45.0,USA,m,married,y
780,70032,1440,3m,I was able to run a 7:30 mile for three miles after not running as frequently as I felt I should have been.,I was able to run a 7:30 mile for three miles after not running as frequently as I felt I should have been.,True,1,,exercise,24,USA,m,single,n
781,70144,338,3m,We went for a short walk today in the neighborhood.,We went for a short walk today in the neighborhood.,True,1,,exercise,38,USA,f,single,n
782,87874,338,3m,Have exercised 3 days in a row; feeling fit!,Have exercised 3 days in a row; feeling fit!,True,1,,exercise,38,USA,f,single,n
783,121180,338,24h,Woke up early and performed pilates exercise routine.,Woke up early and performed pilates exercise routine.,True,1,exercise,exercise,38,USA,f,single,n
784,70195,5215,3m,"I have been running regularly for over a year now, and on my run early last week I realized my average mile pace is now between an 8 and 8.30 minute mile. ","I have been running regularly for over a year now, and on my run early last week I realized my average mile pace is now between an 8 and 8.30 minute mile. ",True,1,exercise,exercise,29.0,USA,m,married,y
785,70533,803,3m,I ate healthily after a tough leg workout.,I ate healthily after a tough leg workout.,True,1,,exercise,28,USA,m,single,n
786,70562,1185,3m,I was able to workout for the first time in a while and the endorphins made me feel very good. ,I was able to workout for the first time in a while and the endorphins made me feel very good. ,True,1,,exercise,20.0,USA,m,single,n
787,70725,605,3m,I WENT THE YOGA.,I WENT THE YOGA.,True,1,,exercise,28,IND,m,married,y
788,71255,3561,3m,I started going to the gym 3 weeks ago and I am already seeing the results.,I started going to the gym 3 weeks ago and I am already seeing the results.,True,1,,exercise,40,USA,m,divorced,y
789,71425,2733,3m,I set me best ever record on running 5 miles. ,I set me best ever record on running 5 miles. ,True,1,,exercise,20,USA,f,single,n
790,71490,759,3m,I had a great run outside on a sunny day.,I had a great run outside on a sunny day.,True,1,,exercise,43.0,USA,f,married,y
791,71599,392,3m,Starting to work out at a gym.,Starting to work out at a gym.,True,1,,exercise,49,USA,f,married,y
792,71822,813,3m,"I was happy when I went to the gym for the first time in a few months, a couple days ago. ","I was happy when I went to the gym for the first time in a few months, a couple days ago. ",True,1,,exercise,25,USA,m,single,n
793,109109,813,3m,I was happy when I went to the gym last week. ,I was happy when I went to the gym last week. ,True,1,,exercise,25,USA,m,single,n
794,71881,150,3m,Just finished exercising at the gym for 1 1/2 hours.  It helps control my weight and reduce my stress.,Just finished exercising at the gym for 1 1/2 hours.  It helps control my weight and reduce my stress.,True,2,,exercise,69,USA,m,married,y
795,87129,150,3m,I went to the gym this morning and did the best I've ever done exercising for 1 hour non-stop.,I went to the gym this morning and did the best I've ever done exercising for 1 hour non-stop.,True,1,,exercise,69,USA,m,married,y
796,95557,150,3m,Met another goal I've had as part of my exercise program at the gym.,Met another goal I've had as part of my exercise program at the gym.,True,1,exercise,exercise,69,USA,m,married,y
797,71997,334,3m,I started running again and it improved my mood and level of energy after the first run.,I started running again and it improved my mood and level of energy after the first run.,True,1,,exercise,23,USA,f,single,n
798,72086,2803,3m,I was happy after I went for a run at the gym on the treadmill.,I was happy after I went for a run at the gym on the treadmill.,True,1,,exercise,33.0,USA,m,single,n
799,72219,492,3m,"I had a good workout after my knee started feeling better.
","I had a good workout after my knee started feeling better.
",True,1,exercise,exercise,24.0,USA,m,single,n
800,97585,492,3m,I have begun to run more and I feel better.,I have begun to run more and I feel better.,True,1,,exercise,24.0,USA,m,single,n
801,101691,492,3m,I ran two miles for the first time in a year.,I ran two miles for the first time in a year.,True,1,,exercise,24.0,USA,m,single,n
802,72524,880,3m,I climbed a really difficult route that I had been working on at the climbing gym.,I climbed a really difficult route that I had been working on at the climbing gym.,True,1,exercise,exercise,25,USA,f,single,n
803,72803,3031,3m,Last month when I finally started back up on my workout routine.,Last month when I finally started back up on my workout routine.,True,1,,exercise,23,USA,m,single,n
804,128697,3031,24h,Went Jogging yesterday evening and that made me feel good.,Went Jogging yesterday evening and that made me feel good.,True,1,,exercise,23,USA,m,single,n
805,73010,12927,3m,I recently did a tempo run and ran 16 miles at 6:45 pace and it was not all that difficult but it gave me the confidence for the marathon that I can qualify for Boston. I am really happy that my training has gotten me to this point.,I recently did a tempo run and ran 16 miles at 6:45 pace and it was not all that difficult but it gave me the confidence for the marathon that I can qualify for Boston. I am really happy that my training has gotten me to this point.,True,2,,exercise,28.0,USA,m,married,y
806,73127,7478,3m,Started to exercise n saw changes in body,Started to exercise n saw changes in body,True,1,,exercise,33.0,IND,f,married,y
807,73192,10683,3m,I joined a new gym to work out and lose weight.,I joined a new gym to work out and lose weight.,True,1,,exercise,26.0,USA,m,single,n
808,73567,3448,3m,I did cardiovascular exercise which made me feel happy and energized.,I did cardiovascular exercise which made me feel happy and energized.,True,1,,exercise,29,USA,m,single,n
809,73849,789,3m,I felt happy when I joined a new gym in my city.  They have state of the art equipment and an outdoor swimming pool.,I felt happy when I joined a new gym in my city.  They have state of the art equipment and an outdoor swimming pool.,True,2,exercise,exercise,42,USA,m,single,n
810,73965,6894,3m,The day I started to love working out was a happy moment for me. I usually loathe doing exercise but I finally found the right fit for me and now I look forward to it. I look forward to my work outs and the improvements in my body.,The day I started to love working out was a happy moment for me. I usually loathe doing exercise but I finally found the right fit for me and now I look forward to it. I look forward to my work outs and the improvements in my body.,True,3,,exercise,29.0,USA,f,married,y
811,74269,3933,3m,Just this morning after finishing my workout I felt happy because I had managed to wake up early in the morning to exercise twice this week.,Just this morning after finishing my workout I felt happy because I had managed to wake up early in the morning to exercise twice this week.,True,1,,exercise,34.0,USA,m,single,n
